1,1000.000,0.000,100.000,1001;CODE 100,L
1103,180.000,3500.000,100.000,6511;CODE 651,L
1104,180.000,3650.000,100.000,6511;CODE 651,
1105,160.000,3500.000,100.000,6521;CODE 652,L
1106,160.000,3650.000,100.000,6521;CODE 652,
1107,140.000,3500.000,100.000,6531;CODE 653,L
1108,140.000,3650.000,100.000,6531;CODE 653,
1109,120.000,3500.000,100.000,6541;CODE 654,L
1110,120.000,3650.000,100.000,6541;CODE 654,
1111,100.000,3500.000,100.000,6551;CODE 655,L
1112,100.000,3650.000,100.000,6551;CODE 655,
1113,80.000,3500.000,100.000,6561;CODE 656,L
1114,80.000,3650.000,100.000,6561;CODE 656,
1115,60.000,3500.000,100.000,6571;CODE 657,L
1116,60.000,3650.000,100.000,6571;CODE 657,
1117,40.000,3500.000,100.000,6581;CODE 658,L
1118,40.000,3650.000,100.000,6581;CODE 658,
1119,20.000,3500.000,100.000,6591;CODE 659,L
1120,20.000,3650.000,100.000,6591;CODE 659,
1121,0.000,3500.000,100.000,6601;CODE 660,L
1122,0.000,3650.000,100.000,6601;CODE 660,
1123,1000.000,3850.000,100.000,6611;CODE 661,L
1124,1000.000,4000.000,100.000,6611;CODE 661,
1125,980.000,3850.000,100.000,6621;CODE 662,L
1126,980.000,4000.000,100.000,6621;CODE 662,
1127,960.000,3850.000,100.000,6631;CODE 663,L
1128,960.000,4000.000,100.000,6631;CODE 663,
1129,940.000,3850.000,100.000,6641;CODE 664,L
1130,940.000,4000.000,100.000,6641;CODE 664,
1131,920.000,3850.000,100.000,6651;CODE 665,L
1132,920.000,4000.000,100.000,6651;CODE 665,
1133,900.000,3850.000,100.000,6661;CODE 666,L
1134,900.000,4000.000,100.000,6661;CODE 666,
1135,880.000,3850.000,100.000,6671;CODE 667,L
1136,880.000,4000.000,100.000,6671;CODE 667,
1137,860.000,3850.000,100.000,6681;CODE 668,L
1138,860.000,4000.000,100.000,6681;CODE 668,
1139,840.000,3850.000,100.000,6691;CODE 669,L
1140,840.000,4000.000,100.000,6691;CODE 669,
1141,820.000,3850.000,100.000,6701;CODE 670,L
1142,820.000,4000.000,100.000,6701;CODE 670,
1143,800.000,3850.000,100.000,6711;CODE 671,L
1144,800.000,4000.000,100.000,6711;CODE 671,
1145,780.000,3850.000,100.000,6721;CODE 672,L
1146,780.000,4000.000,100.000,6721;CODE 672,
1147,760.000,3850.000,100.000,6731;CODE 673,L
1148,760.000,4000.000,100.000,6731;CODE 673,
1149,740.000,3850.000,100.000,6741;CODE 674,L
1150,740.000,4000.000,100.000,6741;CODE 674,
1151,720.000,3850.000,100.000,6751;CODE 675,L
1152,720.000,4000.000,100.000,6751;CODE 675,
1153,700.000,3850.000,100.000,6761;CODE 676,L
1154,700.000,4000.000,100.000,6761;CODE 676,
1155,680.000,3850.000,100.000,6771;CODE 677,L
1156,680.000,4000.000,100.000,6771;CODE 677,
1157,660.000,3850.000,100.000,6781;CODE 678,L
1158,660.000,4000.000,100.000,6781;CODE 678,
1159,640.000,3850.000,100.000,6791;CODE 679,L
1160,640.000,4000.000,100.000,6791;CODE 679,
1161,620.000,3850.000,100.000,6801;CODE 680,L
1162,620.000,4000.000,100.000,6801;CODE 680,
1163,600.000,3850.000,100.000,6811;CODE 681,L
1164,600.000,4000.000,100.000,6811;CODE 681,
1165,580.000,3850.000,100.000,6821;CODE 682,L
1166,580.000,4000.000,100.000,6821;CODE 682,
1167,560.000,3850.000,100.000,6831;CODE 683,L
1168,560.000,4000.000,100.000,6831;CODE 683,
1169,540.000,3850.000,100.000,6841;CODE 684,L
1170,540.000,4000.000,100.000,6841;CODE 684,
1171,520.000,3850.000,100.000,6851;CODE 685,L
1172,520.000,4000.000,100.000,6851;CODE 685,
1173,500.000,3850.000,100.000,6861;CODE 686,L
1174,500.000,4000.000,100.000,6861;CODE 686,
1175,480.000,3850.000,100.000,6871;CODE 687,L
1176,480.000,4000.000,100.000,6871;CODE 687,
1177,460.000,3850.000,100.000,6881;CODE 688,L
1178,460.000,4000.000,100.000,6881;CODE 688,
1179,440.000,3850.000,100.000,6891;CODE 689,L
1180,440.000,4000.000,100.000,6891;CODE 689,
1181,420.000,3850.000,100.000,6901;CODE 690,L
1182,420.000,4000.000,100.000,6901;CODE 690,
1183,400.000,3850.000,100.000,6911;CODE 691,L
1184,400.000,4000.000,100.000,6911;CODE 691,
1185,380.000,3850.000,100.000,6921;CODE 692,L
1186,380.000,4000.000,100.000,6921;CODE 692,
1187,360.000,3850.000,100.000,6931;CODE 693,L
1188,360.000,4000.000,100.000,6931;CODE 693,
1189,340.000,3850.000,100.000,6941;CODE 694,L
1190,340.000,4000.000,100.000,6941;CODE 694,
1191,320.000,3850.000,100.000,6951;CODE 695,L
1192,320.000,4000.000,100.000,6951;CODE 695,
1193,300.000,3850.000,100.000,6961;CODE 696,L
1194,300.000,4000.000,100.000,6961;CODE 696,
1195,280.000,3850.000,100.000,6971;CODE 697,L
1196,280.000,4000.000,100.000,6971;CODE 697,
1197,260.000,3850.000,100.000,6981;CODE 698,L
1198,260.000,4000.000,100.000,6981;CODE 698,
1199,240.000,3850.000,100.000,6991;CODE 699,L
1200,240.000,4000.000,100.000,6991;CODE 699,
1201,220.000,3850.000,100.000,7001;CODE 700,L
1202,220.000,4000.000,100.000,7001;CODE 700,
1203,200.000,3850.000,100.000,7011;CODE 701,L
1204,200.000,4000.000,100.000,7011;CODE 701,
1205,180.000,3850.000,100.000,7021;CODE 702,L
1206,180.000,4000.000,100.000,7021;CODE 702,
1207,160.000,3850.000,100.000,7031;CODE 703,L
1208,160.000,4000.000,100.000,7031;CODE 703,
1209,140.000,3850.000,100.000,7041;CODE 704,L
1210,140.000,4000.000,100.000,7041;CODE 704,
1211,120.000,3850.000,100.000,7051;CODE 705,L
1212,120.000,4000.000,100.000,7051;CODE 705,
1213,100.000,3850.000,100.000,7061;CODE 706,L
1214,100.000,4000.000,100.000,7061;CODE 706,
1215,80.000,3850.000,100.000,7071;CODE 707,L
1216,80.000,4000.000,100.000,7071;CODE 707,
1217,60.000,3850.000,100.000,7081;CODE 708,L
1218,60.000,4000.000,100.000,7081;CODE 708,
1219,40.000,3850.000,100.000,7091;CODE 709,L
1220,40.000,4000.000,100.000,7091;CODE 709,
1221,20.000,3850.000,100.000,7101;CODE 710,L
1222,20.000,4000.000,100.000,7101;CODE 710,
1223,0.000,3850.000,100.000,7111;CODE 711,L
1224,0.000,4000.000,100.000,7111;CODE 711,
1225,1000.000,4200.000,100.000,7121;CODE 712,L
1226,1000.000,4350.000,100.000,7121;CODE 712,
1227,980.000,4200.000,100.000,7131;CODE 713,L
1228,980.000,4350.000,100.000,7131;CODE 713,
1229,960.000,4200.000,100.000,7141;CODE 714,L
1230,960.000,4350.000,100.000,7141;CODE 714,
1231,940.000,4200.000,100.000,7151;CODE 715,L
1232,940.000,4350.000,100.000,7151;CODE 715,
1233,920.000,4200.000,100.000,7161;CODE 716,L
1234,920.000,4350.000,100.000,7161;CODE 716,
1235,900.000,4200.000,100.000,7171;CODE 717,L
1236,900.000,4350.000,100.000,7171;CODE 717,
1237,880.000,4200.000,100.000,7181;CODE 718,L
1238,880.000,4350.000,100.000,7181;CODE 718,
1239,860.000,4200.000,100.000,7191;CODE 719,L
1240,860.000,4350.000,100.000,7191;CODE 719,
1241,840.000,4200.000,100.000,7201;CODE 720,L
1242,840.000,4350.000,100.000,7201;CODE 720,
1243,820.000,4200.000,100.000,7211;CODE 721,L
1244,820.000,4350.000,100.000,7211;CODE 721,
1245,800.000,4200.000,100.000,7221;CODE 722,L
1246,800.000,4350.000,100.000,7221;CODE 722,
1247,780.000,4200.000,100.000,7231;CODE 723,L
1248,780.000,4350.000,100.000,7231;CODE 723,
1249,760.000,4200.000,100.000,7241;CODE 724,L
1250,760.000,4350.000,100.000,7241;CODE 724,
1251,740.000,4200.000,100.000,7251;CODE 725,L
1252,740.000,4350.000,100.000,7251;CODE 725,
1253,720.000,4200.000,100.000,7261;CODE 726,L
1254,720.000,4350.000,100.000,7261;CODE 726,
1255,700.000,4200.000,100.000,7271;CODE 727,L
1256,700.000,4350.000,100.000,7271;CODE 727,
1257,680.000,4200.000,100.000,7281;CODE 728,L
1258,680.000,4350.000,100.000,7281;CODE 728,
1259,660.000,4200.000,100.000,7291;CODE 729,L
1260,660.000,4350.000,100.000,7291;CODE 729,
1261,640.000,4200.000,100.000,7301;CODE 730,L
1262,640.000,4350.000,100.000,7301;CODE 730,
1263,620.000,4200.000,100.000,7311;CODE 731,L
1264,620.000,4350.000,100.000,7311;CODE 731,
1265,600.000,4200.000,100.000,7321;CODE 732,L
1266,600.000,4350.000,100.000,7321;CODE 732,
1267,580.000,4200.000,100.000,7331;CODE 733,L
1268,580.000,4350.000,100.000,7331;CODE 733,
1269,560.000,4200.000,100.000,7341;CODE 734,L
1270,560.000,4350.000,100.000,7341;CODE 734,
1271,540.000,4200.000,100.000,7351;CODE 735,L
1272,540.000,4350.000,100.000,7351;CODE 735,
1273,520.000,4200.000,100.000,7361;CODE 736,L
1274,520.000,4350.000,100.000,7361;CODE 736,
1275,500.000,4200.000,100.000,7371;CODE 737,L
1276,500.000,4350.000,100.000,7371;CODE 737,
1277,480.000,4200.000,100.000,7381;CODE 738,L
1278,480.000,4350.000,100.000,7381;CODE 738,
1279,460.000,4200.000,100.000,7391;CODE 739,L
1280,460.000,4350.000,100.000,7391;CODE 739,
1281,440.000,4200.000,100.000,7401;CODE 740,L
1282,440.000,4350.000,100.000,7401;CODE 740,
1283,420.000,4200.000,100.000,7411;CODE 741,L
1284,420.000,4350.000,100.000,7411;CODE 741,
1285,400.000,4200.000,100.000,7421;CODE 742,L
1286,400.000,4350.000,100.000,7421;CODE 742,
1287,380.000,4200.000,100.000,7431;CODE 743,L
1288,380.000,4350.000,100.000,7431;CODE 743,
1289,360.000,4200.000,100.000,7441;CODE 744,L
1290,360.000,4350.000,100.000,7441;CODE 744,
1291,340.000,4200.000,100.000,7451;CODE 745,L
1292,340.000,4350.000,100.000,7451;CODE 745,
1293,320.000,4200.000,100.000,7461;CODE 746,L
1294,320.000,4350.000,100.000,7461;CODE 746,
1295,300.000,4200.000,100.000,7471;CODE 747,L
1296,300.000,4350.000,100.000,7471;CODE 747,
1297,280.000,4200.000,100.000,7481;CODE 748,L
1298,280.000,4350.000,100.000,7481;CODE 748,
1299,260.000,4200.000,100.000,7491;CODE 749,L
1300,260.000,4350.000,100.000,7491;CODE 749,
1301,240.000,4200.000,100.000,7501;CODE 750,L
1302,240.000,4350.000,100.000,7501;CODE 750,
1303,220.000,4200.000,100.000,7511;CODE 751,L
1304,220.000,4350.000,100.000,7511;CODE 751,
1305,200.000,4200.000,100.000,7521;CODE 752,L
1306,200.000,4350.000,100.000,7521;CODE 752,
1307,180.000,4200.000,100.000,7531;CODE 753,L
1308,180.000,4350.000,100.000,7531;CODE 753,
1309,160.000,4200.000,100.000,7541;CODE 754,L
1310,160.000,4350.000,100.000,7541;CODE 754,
1311,140.000,4200.000,100.000,7551;CODE 755,L
1312,140.000,4350.000,100.000,7551;CODE 755,
1313,120.000,4200.000,100.000,7561;CODE 756,L
1314,120.000,4350.000,100.000,7561;CODE 756,
1315,100.000,4200.000,100.000,7571;CODE 757,L
1316,100.000,4350.000,100.000,7571;CODE 757,
1317,80.000,4200.000,100.000,7581;CODE 758,L
1318,80.000,4350.000,100.000,7581;CODE 758,
1319,60.000,4200.000,100.000,7591;CODE 759,L
1320,60.000,4350.000,100.000,7591;CODE 759,
1321,40.000,4200.000,100.000,7601;CODE 760,L
1322,40.000,4350.000,100.000,7601;CODE 760,
1323,20.000,4200.000,100.000,7611;CODE 761,L
1324,20.000,4350.000,100.000,7611;CODE 761,
1325,0.000,4200.000,100.000,7621;CODE 762,L
1326,0.000,4350.000,100.000,7621;CODE 762,
1327,1000.000,4550.000,100.000,7631;CODE 763,L
1328,1000.000,4700.000,100.000,7631;CODE 763,
1329,980.000,4550.000,100.000,7641;CODE 764,L
1330,980.000,4700.000,100.000,7641;CODE 764,
1331,960.000,4550.000,100.000,7651;CODE 765,L
1332,960.000,4700.000,100.000,7651;CODE 765,
1333,940.000,4550.000,100.000,7661;CODE 766,L
1334,940.000,4700.000,100.000,7661;CODE 766,
1335,920.000,4550.000,100.000,7671;CODE 767,L
1336,920.000,4700.000,100.000,7671;CODE 767,
1337,900.000,4550.000,100.000,7681;CODE 768,L
1338,900.000,4700.000,100.000,7681;CODE 768,
1339,880.000,4550.000,100.000,7691;CODE 769,L
1340,880.000,4700.000,100.000,7691;CODE 769,
1341,860.000,4550.000,100.000,7701;CODE 770,L
1342,860.000,4700.000,100.000,7701;CODE 770,
1343,840.000,4550.000,100.000,7711;CODE 771,L
1344,840.000,4700.000,100.000,7711;CODE 771,
1345,820.000,4550.000,100.000,7721;CODE 772,L
1346,820.000,4700.000,100.000,7721;CODE 772,
1347,800.000,4550.000,100.000,7731;CODE 773,L
1348,800.000,4700.000,100.000,7731;CODE 773,
1349,780.000,4550.000,100.000,7741;CODE 774,L
1350,780.000,4700.000,100.000,7741;CODE 774,
1351,760.000,4550.000,100.000,7751;CODE 775,L
1352,760.000,4700.000,100.000,7751;CODE 775,
1353,740.000,4550.000,100.000,7761;CODE 776,L
1354,740.000,4700.000,100.000,7761;CODE 776,
1355,720.000,4550.000,100.000,7771;CODE 777,L
1356,720.000,4700.000,100.000,7771;CODE 777,
1357,700.000,4550.000,100.000,7781;CODE 778,L
1358,700.000,4700.000,100.000,7781;CODE 778,
1359,680.000,4550.000,100.000,7791;CODE 779,L
1360,680.000,4700.000,100.000,7791;CODE 779,
1361,660.000,4550.000,100.000,7801;CODE 780,L
1362,660.000,4700.000,100.000,7801;CODE 780,
1363,640.000,4550.000,100.000,7811;CODE 781,L
1364,640.000,4700.000,100.000,7811;CODE 781,
1365,620.000,4550.000,100.000,7821;CODE 782,L
1366,620.000,4700.000,100.000,7821;CODE 782,
1367,600.000,4550.000,100.000,7831;CODE 783,L
1368,600.000,4700.000,100.000,7831;CODE 783,
1369,580.000,4550.000,100.000,7841;CODE 784,L
1370,580.000,4700.000,100.000,7841;CODE 784,
1371,560.000,4550.000,100.000,7851;CODE 785,L
1372,560.000,4700.000,100.000,7851;CODE 785,
1373,540.000,4550.000,100.000,7861;CODE 786,L
1374,540.000,4700.000,100.000,7861;CODE 786,
1375,520.000,4550.000,100.000,7871;CODE 787,L
1376,520.000,4700.000,100.000,7871;CODE 787,
1377,500.000,4550.000,100.000,7881;CODE 788,L
1378,500.000,4700.000,100.000,7881;CODE 788,
1379,480.000,4550.000,100.000,7891;CODE 789,L
1380,480.000,4700.000,100.000,7891;CODE 789,
1381,460.000,4550.000,100.000,7901;CODE 790,L
1382,460.000,4700.000,100.000,7901;CODE 790,
1383,440.000,4550.000,100.000,7911;CODE 791,L
1384,440.000,4700.000,100.000,7911;CODE 791,
1385,420.000,4550.000,100.000,7921;CODE 792,L
1386,420.000,4700.000,100.000,7921;CODE 792,
1387,400.000,4550.000,100.000,7931;CODE 793,L
1388,400.000,4700.000,100.000,7931;CODE 793,
1389,380.000,4550.000,100.000,7941;CODE 794,L
1390,380.000,4700.000,100.000,7941;CODE 794,
1391,360.000,4550.000,100.000,7951;CODE 795,L
1392,360.000,4700.000,100.000,7951;CODE 795,
1393,340.000,4550.000,100.000,7961;CODE 796,L
1394,340.000,4700.000,100.000,7961;CODE 796,
1395,320.000,4550.000,100.000,7971;CODE 797,L
1396,320.000,4700.000,100.000,7971;CODE 797,
1397,300.000,4550.000,100.000,7981;CODE 798,L
1398,300.000,4700.000,100.000,7981;CODE 798,
1399,280.000,4550.000,100.000,7991;CODE 799,L
1400,280.000,4700.000,100.000,7991;CODE 799,
1401,260.000,4550.000,100.000,8001;CODE 800,L
1402,260.000,4700.000,100.000,8001;CODE 800,
1403,240.000,4550.000,100.000,8011;CODE 801,L
1404,240.000,4700.000,100.000,8011;CODE 801,
1405,220.000,4550.000,100.000,8021;CODE 802,L
1406,220.000,4700.000,100.000,8021;CODE 802,
1407,200.000,4550.000,100.000,8031;CODE 803,L
1408,200.000,4700.000,100.000,8031;CODE 803,
1409,180.000,4550.000,100.000,8041;CODE 804,L
1410,180.000,4700.000,100.000,8041;CODE 804,
1411,160.000,4550.000,100.000,8051;CODE 805,L
1412,160.000,4700.000,100.000,8051;CODE 805,
1413,140.000,4550.000,100.000,8061;CODE 806,L
1414,140.000,4700.000,100.000,8061;CODE 806,
1415,120.000,4550.000,100.000,8071;CODE 807,L
1416,120.000,4700.000,100.000,8071;CODE 807,
1417,100.000,4550.000,100.000,8081;CODE 808,L
1418,100.000,4700.000,100.000,8081;CODE 808,
1419,80.000,4550.000,100.000,8091;CODE 809,L
1420,80.000,4700.000,100.000,8091;CODE 809,
1421,60.000,4550.000,100.000,8101;CODE 810,L
1422,60.000,4700.000,100.000,8101;CODE 810,
1423,40.000,4550.000,100.000,8111;CODE 811,L
1424,40.000,4700.000,100.000,8111;CODE 811,
1425,20.000,4550.000,100.000,8121;CODE 812,L
1426,20.000,4700.000,100.000,8121;CODE 812,
1427,0.000,4550.000,100.000,8131;CODE 813,L
1428,0.000,4700.000,100.000,8131;CODE 813,
1429,1000.000,4900.000,100.000,8141;CODE 814,L
1430,1000.000,5050.000,100.000,8141;CODE 814,
1431,980.000,4900.000,100.000,8151;CODE 815,L
1432,980.000,5050.000,100.000,8151;CODE 815,
1433,960.000,4900.000,100.000,8161;CODE 816,L
1434,960.000,5050.000,100.000,8161;CODE 816,
1435,940.000,4900.000,100.000,8171;CODE 817,L
1436,940.000,5050.000,100.000,8171;CODE 817,
1437,920.000,4900.000,100.000,8181;CODE 818,L
1438,920.000,5050.000,100.000,8181;CODE 818,
1439,900.000,4900.000,100.000,8191;CODE 819,L
1440,900.000,5050.000,100.000,8191;CODE 819,
1441,880.000,4900.000,100.000,8201;CODE 820,L
1442,880.000,5050.000,100.000,8201;CODE 820,
1443,860.000,4900.000,100.000,8211;CODE 821,L
1444,860.000,5050.000,100.000,8211;CODE 821,
1445,840.000,4900.000,100.000,8221;CODE 822,L
1446,840.000,5050.000,100.000,8221;CODE 822,
1447,820.000,4900.000,100.000,8231;CODE 823,L
1448,820.000,5050.000,100.000,8231;CODE 823,
1449,800.000,4900.000,100.000,8241;CODE 824,L
1450,800.000,5050.000,100.000,8241;CODE 824,
1451,780.000,4900.000,100.000,8251;CODE 825,L
1452,780.000,5050.000,100.000,8251;CODE 825,
1453,760.000,4900.000,100.000,8261;CODE 826,L
1454,760.000,5050.000,100.000,8261;CODE 826,
1455,740.000,4900.000,100.000,8271;CODE 827,L
1456,740.000,5050.000,100.000,8271;CODE 827,
1457,720.000,4900.000,100.000,8281;CODE 828,L
1458,720.000,5050.000,100.000,8281;CODE 828,
1459,700.000,4900.000,100.000,8291;CODE 829,L
1460,700.000,5050.000,100.000,8291;CODE 829,
1461,680.000,4900.000,100.000,8301;CODE 830,L
1462,680.000,5050.000,100.000,8301;CODE 830,
1463,660.000,4900.000,100.000,8311;CODE 831,L
1464,660.000,5050.000,100.000,8311;CODE 831,
1465,640.000,4900.000,100.000,8321;CODE 832,L
1466,640.000,5050.000,100.000,8321;CODE 832,
1467,620.000,4900.000,100.000,8331;CODE 833,L
1468,620.000,5050.000,100.000,8331;CODE 833,
1469,600.000,4900.000,100.000,8341;CODE 834,L
1470,600.000,5050.000,100.000,8341;CODE 834,
1471,580.000,4900.000,100.000,8351;CODE 835,L
1472,580.000,5050.000,100.000,8351;CODE 835,
1473,560.000,4900.000,100.000,8361;CODE 836,L
1474,560.000,5050.000,100.000,8361;CODE 836,
1475,540.000,4900.000,100.000,8371;CODE 837,L
1476,540.000,5050.000,100.000,8371;CODE 837,
1477,520.000,4900.000,100.000,8381;CODE 838,L
1478,520.000,5050.000,100.000,8381;CODE 838,
1479,500.000,4900.000,100.000,8391;CODE 839,L
1480,500.000,5050.000,100.000,8391;CODE 839,
1481,480.000,4900.000,100.000,8401;CODE 840,L
1482,480.000,5050.000,100.000,8401;CODE 840,
1483,460.000,4900.000,100.000,8411;CODE 841,L
1484,460.000,5050.000,100.000,8411;CODE 841,
1485,440.000,4900.000,100.000,8421;CODE 842,L
1486,440.000,5050.000,100.000,8421;CODE 842,
1487,420.000,4900.000,100.000,8431;CODE 843,L
1488,420.000,5050.000,100.000,8431;CODE 843,
1489,400.000,4900.000,100.000,8441;CODE 844,L
1490,400.000,5050.000,100.000,8441;CODE 844,
1491,380.000,4900.000,100.000,8451;CODE 845,L
1492,380.000,5050.000,100.000,8451;CODE 845,
1493,360.000,4900.000,100.000,8461;CODE 846,L
1494,360.000,5050.000,100.000,8461;CODE 846,
1495,340.000,4900.000,100.000,8471;CODE 847,L
1496,340.000,5050.000,100.000,8471;CODE 847,
1497,320.000,4900.000,100.000,8481;CODE 848,L
1498,320.000,5050.000,100.000,8481;CODE 848,
1499,300.000,4900.000,100.000,8491;CODE 849,L
1500,300.000,5050.000,100.000,8491;CODE 849,
1501,280.000,4900.000,100.000,8501;CODE 850,L
1502,280.000,5050.000,100.000,8501;CODE 850,
1503,260.000,4900.000,100.000,8511;CODE 851,L
1504,260.000,5050.000,100.000,8511;CODE 851,
1505,240.000,4900.000,100.000,8521;CODE 852,L
1506,240.000,5050.000,100.000,8521;CODE 852,
1507,220.000,4900.000,100.000,8531;CODE 853,L
1508,220.000,5050.000,100.000,8531;CODE 853,
1509,200.000,4900.000,100.000,8541;CODE 854,L
1510,200.000,5050.000,100.000,8541;CODE 854,
1511,180.000,4900.000,100.000,8551;CODE 855,L
1512,180.000,5050.000,100.000,8551;CODE 855,
1513,160.000,4900.000,100.000,8561;CODE 856,L
1514,160.000,5050.000,100.000,8561;CODE 856,
1515,140.000,4900.000,100.000,8571;CODE 857,L
1516,140.000,5050.000,100.000,8571;CODE 857,
1517,120.000,4900.000,100.000,8581;CODE 858,L
1518,120.000,5050.000,100.000,8581;CODE 858,
1519,100.000,4900.000,100.000,8591;CODE 859,L
1520,100.000,5050.000,100.000,8591;CODE 859,
1521,80.000,4900.000,100.000,8601;CODE 860,L
1522,80.000,5050.000,100.000,8601;CODE 860,
1523,60.000,4900.000,100.000,8611;CODE 861,L
1524,60.000,5050.000,100.000,8611;CODE 861,
1525,40.000,4900.000,100.000,8621;CODE 862,L
1526,40.000,5050.000,100.000,8621;CODE 862,
1527,20.000,4900.000,100.000,8631;CODE 863,L
1528,20.000,5050.000,100.000,8631;CODE 863,
1529,0.000,4900.000,100.000,8641;CODE 864,L
1530,0.000,5050.000,100.000,8641;CODE 864,
1531,1000.000,5250.000,100.000,8651;CODE 865,L
1532,1000.000,5400.000,100.000,8651;CODE 865,
1533,980.000,5250.000,100.000,8661;CODE 866,L
1534,980.000,5400.000,100.000,8661;CODE 866,
1535,960.000,5250.000,100.000,8671;CODE 867,L
1536,960.000,5400.000,100.000,8671;CODE 867,
1537,940.000,5250.000,100.000,8681;CODE 868,L
1538,940.000,5400.000,100.000,8681;CODE 868,
1539,920.000,5250.000,100.000,8691;CODE 869,L
1540,920.000,5400.000,100.000,8691;CODE 869,
1541,900.000,5250.000,100.000,8701;CODE 870,L
1542,900.000,5400.000,100.000,8701;CODE 870,
1543,880.000,5250.000,100.000,8711;CODE 871,L
1544,880.000,5400.000,100.000,8711;CODE 871,
1545,860.000,5250.000,100.000,8721;CODE 872,L
1546,860.000,5400.000,100.000,8721;CODE 872,
1547,840.000,5250.000,100.000,8731;CODE 873,L
1548,840.000,5400.000,100.000,8731;CODE 873,
1549,820.000,5250.000,100.000,8741;CODE 874,L
1550,820.000,5400.000,100.000,8741;CODE 874,
1551,800.000,5250.000,100.000,8751;CODE 875,L
1552,800.000,5400.000,100.000,8751;CODE 875,
1553,780.000,5250.000,100.000,8761;CODE 876,L
1554,780.000,5400.000,100.000,8761;CODE 876,
1555,760.000,5250.000,100.000,8771;CODE 877,L
1556,760.000,5400.000,100.000,8771;CODE 877,
1557,740.000,5250.000,100.000,8781;CODE 878,L
1558,740.000,5400.000,100.000,8781;CODE 878,
1559,720.000,5250.000,100.000,8791;CODE 879,L
1560,720.000,5400.000,100.000,8791;CODE 879,
1561,700.000,5250.000,100.000,8801;CODE 880,L
1562,700.000,5400.000,100.000,8801;CODE 880,
1563,680.000,5250.000,100.000,8811;CODE 881,L
1564,680.000,5400.000,100.000,8811;CODE 881,
1565,660.000,5250.000,100.000,8821;CODE 882,L
1566,660.000,5400.000,100.000,8821;CODE 882,
1567,640.000,5250.000,100.000,8831;CODE 883,L
1568,640.000,5400.000,100.000,8831;CODE 883,
1569,620.000,5250.000,100.000,8841;CODE 884,L
1570,620.000,5400.000,100.000,8841;CODE 884,
1571,600.000,5250.000,100.000,8851;CODE 885,L
1572,600.000,5400.000,100.000,8851;CODE 885,
1573,580.000,5250.000,100.000,8861;CODE 886,L
1574,580.000,5400.000,100.000,8861;CODE 886,
1575,560.000,5250.000,100.000,8871;CODE 887,L
1576,560.000,5400.000,100.000,8871;CODE 887,
1577,540.000,5250.000,100.000,8881;CODE 888,L
1578,540.000,5400.000,100.000,8881;CODE 888,
1579,520.000,5250.000,100.000,8891;CODE 889,L
1580,520.000,5400.000,100.000,8891;CODE 889,
1581,500.000,5250.000,100.000,8901;CODE 890,L
1582,500.000,5400.000,100.000,8901;CODE 890,
1583,480.000,5250.000,100.000,8911;CODE 891,L
1584,480.000,5400.000,100.000,8911;CODE 891,
1585,460.000,5250.000,100.000,8921;CODE 892,L
1586,460.000,5400.000,100.000,8921;CODE 892,
1587,440.000,5250.000,100.000,8931;CODE 893,L
1588,440.000,5400.000,100.000,8931;CODE 893,
1589,420.000,5250.000,100.000,8941;CODE 894,L
1590,420.000,5400.000,100.000,8941;CODE 894,
1591,400.000,5250.000,100.000,8951;CODE 895,L
1592,400.000,5400.000,100.000,8951;CODE 895,
1593,380.000,5250.000,100.000,8961;CODE 896,L
1594,380.000,5400.000,100.000,8961;CODE 896,
1595,360.000,5250.000,100.000,8971;CODE 897,L
1596,360.000,5400.000,100.000,8971;CODE 897,
1597,340.000,5250.000,100.000,8981;CODE 898,L
1598,340.000,5400.000,100.000,8981;CODE 898,
1599,320.000,5250.000,100.000,8991;CODE 899,L
1600,320.000,5400.000,100.000,8991;CODE 899,
1601,300.000,5250.000,100.000,9001;CODE 900,L
1602,300.000,5400.000,100.000,9001;CODE 900,
1603,280.000,5250.000,100.000,9011;CODE 901,L
1604,280.000,5400.000,100.000,9011;CODE 901,
1605,260.000,5250.000,100.000,9021;CODE 902,L
1606,260.000,5400.000,100.000,9021;CODE 902,
1607,240.000,5250.000,100.000,9031;CODE 903,L
1608,240.000,5400.000,100.000,9031;CODE 903,
1609,220.000,5250.000,100.000,9041;CODE 904,L
1610,220.000,5400.000,100.000,9041;CODE 904,
1611,200.000,5250.000,100.000,9051;CODE 905,L
1612,200.000,5400.000,100.000,9051;CODE 905,
1613,180.000,5250.000,100.000,9061;CODE 906,L
1614,180.000,5400.000,100.000,9061;CODE 906,
1615,160.000,5250.000,100.000,9071;CODE 907,L
1616,160.000,5400.000,100.000,9071;CODE 907,
1617,140.000,5250.000,100.000,9081;CODE 908,L
1618,140.000,5400.000,100.000,9081;CODE 908,
1619,120.000,5250.000,100.000,9091;CODE 909,L
1620,120.000,5400.000,100.000,9091;CODE 909,
1621,100.000,5250.000,100.000,9101;CODE 910,L
1622,100.000,5400.000,100.000,9101;CODE 910,
1623,80.000,5250.000,100.000,9111;CODE 911,L
1624,80.000,5400.000,100.000,9111;CODE 911,
1625,60.000,5250.000,100.000,9121;CODE 912,L
1626,60.000,5400.000,100.000,9121;CODE 912,
1627,40.000,5250.000,100.000,9131;CODE 913,L
1628,40.000,5400.000,100.000,9131;CODE 913,
